City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
384,George Town,MY,2021-07-25 16:44:12,5.4112,100.3354,85.95,77,20,2.3
385,Umm Kaddadah,SD,2021-07-25 16:49:05,13.6017,26.6876,92.14,36,63,11.9
386,Kavaratti,IN,2021-07-25 16:49:05,10.5669,72.642,80.91,78,100,23.6
387,Richards Bay,ZA,2021-07-25 16:49:06,-28.783,32.0377,60.21,73,3,9.26
388,Mahibadhoo,MV,2021-07-25 16:47:38,3.7833,72.9667,82.09,78,100,19.28
389,Hasaki,JP,2021-07-25 16:45:21,35.7333,140.8333,75.6,79,0,13.24
390,Kahului,US,2021-07-25 16:49:06,20.8947,-156.47,77.85,91,40,12.66
391,Esperance,AU,2021-07-25 16:49:06,-33.8667,121.9,53.44,81,0,18.37
392,Lavrentiya,RU,2021-07-25 16:48:04,65.5833,-171.0,44.11,99,100,5.75
393,Tommot,RU,2021-07-25 16:49:07,58.9564,126.2925,60.13,81,50,2.59
394,Angoche,MZ,2021-07-25 16:49:07,-16.2325,39.9086,70.59,66,45,14.36
395,San Policarpo,PH,2021-07-25 16:49:07,12.1791,125.5072,82.27,77,64,10.56
396,Colares,PT,2021-07-25 16:49:08,38.7992,-9.4469,75.29,71,75,14.97
397,Cherskiy,RU,2021-07-25 16:49:08,68.75,161.3,40.08,78,16,7.72
398,Pacific Grove,US,2021-07-25 16:45:29,36.6177,-121.9166,67.57,91,90,1.01
399,Kutum,SD,2021-07-25 16:49:08,14.2,24.6667,71.67,79,95,15.86
400,Saint Louis Park,US,2021-07-25 16:49:09,44.9483,-93.348,89.35,34,1,4.0
401,Wanaka,NZ,2021-07-25 16:49:09,-44.7,169.15,44.11,99,100,1.01
402,Inta,RU,2021-07-25 16:49:09,66.0317,60.1659,48.79,86,100,16.69
403,Kaniama,CD,2021-07-25 16:49:10,-7.5667,24.1833,75.2,30,44,4.25
404,Qostanay,KZ,2021-07-25 16:44:32,53.1667,63.5833,60.24,83,13,8.93
405,Hirara,JP,2021-07-25 16:49:10,24.8,125.2833,83.55,90,100,14.27
406,Kirakira,SB,2021-07-25 16:49:10,-10.4544,161.9205,78.3,84,72,7.09
407,Macheng,CN,2021-07-25 16:49:11,31.1783,115.0319,76.01,85,56,5.1
408,Alvorada,BR,2021-07-25 16:49:11,-12.48,-49.1247,91.8,23,1,6.55
409,Dauriya,RU,2021-07-25 16:49:11,49.9333,116.8667,55.31,90,12,4.9
410,Hamadan,IR,2021-07-25 16:49:11,34.7992,48.5146,86.41,15,81,10.69
411,Saint Anthony,US,2021-07-25 16:48:13,45.0205,-93.218,89.24,32,1,3.0
412,Priladozhskiy,RU,2021-07-25 16:49:12,59.85,31.4833,71.26,1,96,4.54
413,Sumenep,ID,2021-07-25 16:49:12,-7.0167,113.8667,77.56,75,11,10.13
414,Vao,NC,2021-07-25 16:49:13,-22.6667,167.4833,70.84,78,63,13.56
415,Byron Bay,AU,2021-07-25 16:45:03,-28.65,153.6167,49.87,64,1,7.27
416,Grand-Santi,GF,2021-07-25 16:49:13,4.25,-54.3833,84.02,67,55,5.19
417,Hualmay,PE,2021-07-25 16:49:13,-11.0964,-77.6139,67.23,73,25,8.3
418,Walla Walla,US,2021-07-25 16:49:14,46.0646,-118.343,87.89,38,1,1.99
419,Bonavista,CA,2021-07-25 16:49:14,48.6499,-53.1147,62.6,82,49,4.74
420,Moron,AR,2021-07-25 16:44:44,-34.6534,-58.6198,58.96,98,100,3.0
421,Ketchikan,US,2021-07-25 16:49:14,55.3422,-131.6461,55.87,94,90,0.0
422,Porto De Moz,BR,2021-07-25 16:49:15,-1.7483,-52.2383,91.81,38,49,4.23
423,Broken Hill,AU,2021-07-25 16:49:15,-31.95,141.4333,49.71,71,54,11.5
424,Egvekinot,RU,2021-07-25 16:46:02,66.3167,-179.1667,44.49,91,100,1.63
425,Bilma,NE,2021-07-25 16:49:15,18.6853,12.9164,101.03,25,58,4.03
426,Pak Phanang,TH,2021-07-25 16:49:16,8.3511,100.202,82.08,76,100,6.6
427,Garowe,SO,2021-07-25 16:49:16,8.4054,48.4845,79.88,42,72,22.77
428,Bulaevo,KZ,2021-07-25 16:48:06,54.9056,70.4439,60.31,72,42,14.32
429,Coquimbo,CL,2021-07-25 16:48:53,-29.9533,-71.3436,60.53,63,0,6.91
430,Lethem,GY,2021-07-25 16:49:16,3.3803,-59.7968,88.5,56,82,4.05
431,Acapulco,MX,2021-07-25 16:46:25,16.8634,-99.8901,87.62,70,40,0.0
432,Meulaboh,ID,2021-07-25 16:49:17,4.1363,96.1285,78.66,85,98,2.1
433,Hyeres,FR,2021-07-25 16:49:17,43.1167,6.1167,92.05,41,0,11.5
434,Lewiston,US,2021-07-25 16:47:33,44.1003,-70.2148,65.91,97,90,11.5
435,Kulu,TR,2021-07-25 16:49:17,39.0951,33.0799,78.33,25,1,9.04
436,Luderitz,NA,2021-07-25 16:49:18,-26.6481,15.1594,67.23,26,70,5.01
437,Gvarv,NO,2021-07-25 16:49:18,59.3875,9.1737,82.81,44,98,6.49
438,Lagoa,PT,2021-07-25 16:49:18,39.05,-27.9833,69.37,82,100,12.77
439,Colwyn Bay,GB,2021-07-25 16:49:19,53.2948,-3.7267,76.75,76,32,5.99
440,Carutapera,BR,2021-07-25 16:49:19,-1.195,-46.02,88.36,50,73,6.93
441,Ferkessedougou,CI,2021-07-25 16:49:19,9.6,-5.2,83.98,58,90,4.45
442,Vila,PT,2021-07-25 16:47:52,42.0304,-8.1588,68.22,76,46,9.75
443,Yar-Sale,RU,2021-07-25 16:48:24,66.8333,70.8333,50.54,70,51,20.54
444,Jinxi,CN,2021-07-25 16:49:20,30.4323,116.2922,78.58,75,99,4.03
445,Oxelosund,SE,2021-07-25 16:49:20,58.6706,17.1015,73.33,56,0,10.36
446,Hami,CN,2021-07-25 16:49:20,42.8,93.45,89.42,18,1,10.89
447,Conceicao Do Araguaia,BR,2021-07-25 16:49:20,-8.2578,-49.2647,91.53,35,0,12.66
448,Chambery,FR,2021-07-25 16:49:21,45.5667,5.9333,82.27,57,0,5.75
449,Bundaberg,AU,2021-07-25 16:49:21,-24.85,152.35,55.22,53,74,3.0
450,Lazaro Cardenas,MX,2021-07-25 16:49:21,17.9583,-102.2,85.62,72,33,1.99
451,Vigia,BR,2021-07-25 16:49:21,-0.8583,-48.1417,89.65,51,23,3.06
452,Przeworsk,PL,2021-07-25 16:49:22,50.0591,22.4941,73.35,68,100,4.76
453,Lensk,RU,2021-07-25 16:49:22,60.7253,114.9278,61.32,67,0,1.68
454,Usoke,TZ,2021-07-25 16:49:22,-5.1667,32.35,75.49,33,1,4.99
455,Griffith,US,2021-07-25 16:46:28,41.5284,-87.4237,89.4,56,75,0.0
456,Rocha,UY,2021-07-25 16:47:26,-34.4833,-54.3333,72.12,72,79,13.85
457,Kumba,CM,2021-07-25 16:49:23,4.6363,9.4469,76.24,76,88,6.46
458,Vostok,RU,2021-07-25 16:49:23,46.4856,135.8833,65.86,90,86,4.74
459,Beloha,MG,2021-07-25 16:49:23,-25.1667,45.05,61.48,62,10,10.78
460,Srednekolymsk,RU,2021-07-25 16:44:32,67.45,153.6833,38.86,78,100,14.05
461,Dicabisagan,PH,2021-07-25 16:49:24,17.0818,122.4157,81.46,72,99,3.87
462,Atar,MR,2021-07-25 16:49:01,20.5169,-13.0499,112.57,11,26,7.9
463,Oranjemund,NA,2021-07-25 16:47:13,-28.55,16.4333,66.18,30,100,5.35
464,Saint-Honore,CA,2021-07-25 16:49:24,48.5334,-71.0824,64.65,97,100,4.61
465,Tabuk,PH,2021-07-25 16:49:24,17.4189,121.4443,77.38,77,100,2.3
466,Harer,ET,2021-07-25 16:49:25,9.3094,42.1258,58.55,72,98,2.89
467,Beian,NO,2021-07-25 16:49:25,63.6559,9.5683,57.29,94,75,6.91
468,Yulara,AU,2021-07-25 16:49:25,-25.2406,130.9889,51.64,46,81,5.75
469,Arlit,NE,2021-07-25 16:49:25,18.7369,7.3853,106.95,10,2,8.25
470,Vardo,NO,2021-07-25 16:49:26,70.3705,31.1107,50.2,93,75,19.57
471,Ternate,ID,2021-07-25 16:45:13,0.8,127.4,81.01,79,100,8.55
472,Korsakov,RU,2021-07-25 16:49:26,46.6328,142.7813,67.84,95,54,5.93
473,Bandarbeyla,SO,2021-07-25 16:49:12,9.4942,50.8122,81.27,60,85,28.21
474,Sergiyevsk,RU,2021-07-25 16:49:26,53.9413,51.165,59.0,49,4,6.08
475,Russell,US,2021-07-25 16:49:27,32.3502,-85.1999,90.37,66,1,0.0
476,Sivaki,RU,2021-07-25 16:49:27,52.6333,126.75,60.1,88,0,2.57
477,Thunder Bay,CA,2021-07-25 16:49:27,48.4001,-89.3168,82.31,39,20,10.36
478,Caravelas,BR,2021-07-25 16:45:29,-17.7125,-39.2481,73.69,71,55,7.36
479,Saint-Augustin,CA,2021-07-25 16:49:28,51.226,-58.6502,77.74,43,71,10.78
480,Kapoeta,SS,2021-07-25 16:49:28,4.7717,33.5903,72.1,61,100,13.71
481,Seoul,KR,2021-07-25 16:49:28,37.5683,126.9778,81.79,78,0,3.44
482,Korla,CN,2021-07-25 16:49:29,41.7597,86.1469,90.18,15,0,12.91
483,Trairi,BR,2021-07-25 16:46:26,-3.2778,-39.2689,86.0,50,40,15.55
484,Murdochville,CA,2021-07-25 16:49:29,48.9583,-65.5006,74.28,41,22,13.06
485,Kocevje,SI,2021-07-25 16:49:29,45.6433,14.8633,82.53,61,87,4.54
486,Kamenka,RU,2021-07-25 16:49:29,51.3223,42.7678,67.89,49,97,5.95
487,Esil,KZ,2021-07-25 16:49:30,51.9556,66.4042,66.99,58,9,8.16
488,Popondetta,PG,2021-07-25 16:49:30,-8.7537,148.2534,73.18,91,85,2.93
489,Vila Velha,BR,2021-07-25 16:49:30,-20.3297,-40.2925,76.96,58,40,9.22
490,Vetluzhskiy,RU,2021-07-25 16:49:31,58.3902,45.4654,58.82,64,94,2.95
491,Honningsvag,NO,2021-07-25 16:49:31,70.9821,25.9704,47.95,71,75,13.8
492,Chantada,ES,2021-07-25 16:49:31,42.6088,-7.7712,76.55,41,74,12.77
493,Dong Hoi,VN,2021-07-25 16:49:31,17.4833,106.6,78.62,85,100,15.79
494,Semporna,MY,2021-07-25 16:49:32,4.4818,118.6112,79.0,84,90,1.86
495,Kandalaksha,RU,2021-07-25 16:49:32,67.162,32.4123,57.45,71,88,5.88
496,Roebourne,AU,2021-07-25 16:49:32,-20.7833,117.1333,70.41,42,11,4.61
497,Ahipara,NZ,2021-07-25 16:49:33,-35.1667,173.1667,57.24,93,82,8.88
498,Kushmurun,KZ,2021-07-25 16:49:33,52.4503,64.6311,66.0,70,55,11.61
499,Airai,TL,2021-07-25 16:48:11,-8.9266,125.4092,55.47,55,44,3.15
500,Los Llanos De Aridane,ES,2021-07-25 16:45:35,28.6585,-17.9182,76.12,76,20,17.27
501,Dabakala,CI,2021-07-25 16:49:33,8.3667,-4.4333,83.71,58,99,3.22
502,Gornopravdinsk,RU,2021-07-25 16:49:34,60.05,69.9,52.65,79,87,5.12
503,Krasnyy Chikoy,RU,2021-07-25 16:49:34,50.3643,108.7512,54.72,79,26,3.71
504,Constitucion,CL,2021-07-25 16:49:08,-35.3333,-72.4167,53.35,89,52,12.35
505,Causapscal,CA,2021-07-25 16:49:34,48.3542,-67.227,72.37,49,100,12.5
506,Cascais,PT,2021-07-25 16:49:34,38.6979,-9.4215,75.47,70,75,10.0
507,Toledo,ES,2021-07-25 16:45:45,39.8333,-4.0,89.89,23,3,14.45
508,Bowen,AU,2021-07-25 16:49:35,-20.0167,148.2333,48.42,70,5,6.55
509,Neiafu,TO,2021-07-25 16:49:35,-18.65,-173.9833,74.08,100,75,0.0
510,Palau,PW,2021-07-25 16:49:35,7.503,134.621,82.02,74,100,12.3
511,Pacifica,US,2021-07-25 16:49:36,37.6138,-122.4869,76.69,86,75,1.01
512,Denpasar,ID,2021-07-25 16:49:36,-8.65,115.2167,76.66,88,20,4.61
513,Tomatlan,MX,2021-07-25 16:49:36,19.9333,-105.25,88.79,62,40,3.27
514,Constantine,DZ,2021-07-25 16:49:36,36.365,6.6147,98.01,19,40,12.66
515,Ossora,RU,2021-07-25 16:49:16,59.2353,163.0719,54.25,97,84,3.76
516,Qui Nhon,VN,2021-07-25 16:49:37,13.7667,109.2333,81.5,69,52,19.95
517,Thaba Nchu,ZA,2021-07-25 16:49:37,-29.2093,26.839,46.18,48,0,3.31
518,Tazovskiy,RU,2021-07-25 16:49:37,67.4667,78.7,55.44,76,99,8.32
519,Caluquembe,AO,2021-07-25 16:49:38,-13.7833,14.6833,66.15,22,0,3.62
520,Beni,CD,2021-07-25 16:49:38,0.5,29.4667,68.63,72,98,2.26
521,Koson,UZ,2021-07-25 16:49:38,39.0375,65.585,97.12,11,0,17.63
522,Udarnyy,RU,2021-07-25 16:49:38,54.3409,42.8611,61.93,60,72,3.51
523,Serov,RU,2021-07-25 16:49:39,59.6033,60.5787,52.39,68,90,6.02
524,Enshi,CN,2021-07-25 16:46:15,30.3,109.4833,72.66,86,1,0.78
525,Tessalit,ML,2021-07-25 16:49:19,20.1986,1.0114,103.64,18,65,5.86
526,Carroll,US,2021-07-25 16:48:27,39.5501,-77.0164,88.77,69,1,5.01
527,Nyrob,RU,2021-07-25 16:49:39,60.733,56.7202,53.4,65,100,3.89
528,Abu Zabad,SD,2021-07-25 16:49:39,12.35,29.25,81.52,64,96,12.59
529,Praia,CV,2021-07-25 16:49:40,14.9215,-23.5087,82.94,54,20,16.11
530,Marabba,SD,2021-07-25 16:49:40,12.35,32.1833,78.62,75,100,12.8
531,Haines Junction,CA,2021-07-25 16:49:40,60.7522,-137.5108,51.75,71,97,2.3
532,Sari,IR,2021-07-25 16:49:41,36.5633,53.0601,83.79,79,75,4.61
533,Puerto Madero,MX,2021-07-25 16:49:41,14.7208,-92.4215,84.09,72,96,5.1
534,Noumea,NC,2021-07-25 16:49:41,-22.2763,166.4572,70.0,99,80,6.8
535,Terney,RU,2021-07-25 16:49:41,45.0503,136.6092,69.58,95,57,2.13
536,Mayo,US,2021-07-25 16:49:42,38.8876,-76.5119,90.27,72,100,4.0
537,Liepaja,LV,2021-07-25 16:49:42,56.5419,21.0367,78.85,50,59,5.75
538,Kyren,RU,2021-07-25 16:49:43,51.6828,102.1408,59.72,78,59,1.63
539,Verkhoyansk,RU,2021-07-25 16:49:43,67.5447,133.385,55.29,71,46,3.47
540,Katobu,ID,2021-07-25 16:49:43,-4.9408,122.5276,70.45,93,6,3.67
541,Kumluca,TR,2021-07-25 16:49:43,36.3703,30.2869,83.07,58,5,5.64
542,Basoko,CD,2021-07-25 16:49:44,1.2391,23.616,80.38,58,64,0.31
543,Ust-Maya,RU,2021-07-25 16:45:39,60.4167,134.5333,55.2,89,50,3.18
544,El Alto,PE,2021-07-25 16:49:44,-4.2714,-81.2147,71.26,70,39,13.04
545,Birjand,IR,2021-07-25 16:47:10,32.8663,59.2211,88.27,9,0,20.71
546,Chapais,CA,2021-07-25 16:49:13,49.7834,-74.8492,64.18,61,52,12.24
547,Faya,SA,2021-07-25 16:49:45,18.3851,42.4509,69.91,65,91,3.31
548,Gorlice,PL,2021-07-25 16:49:45,49.6556,21.1604,73.74,71,91,4.94
549,Guangyuan,CN,2021-07-25 16:49:45,32.442,105.823,74.3,91,43,2.01
550,Ulladulla,AU,2021-07-25 16:49:46,-35.35,150.4667,54.09,64,56,19.55
551,Kiunga,PG,2021-07-25 16:49:46,-6.1219,141.2906,71.69,100,100,2.73
552,Dongfeng,CN,2021-07-25 16:49:46,42.6403,125.5118,71.33,77,100,3.76
553,Mildura,AU,2021-07-25 16:49:46,-34.2,142.15,51.76,87,5,6.91
554,Portland,US,2021-07-25 16:47:28,45.5234,-122.6762,76.6,65,1,3.0
555,Deputatskiy,RU,2021-07-25 16:49:47,69.3,139.9,41.83,85,10,3.53
556,Yerbogachen,RU,2021-07-25 16:49:47,61.2767,108.0108,63.27,65,11,1.54
557,Harlingen,US,2021-07-25 16:49:47,26.1906,-97.6961,90.32,80,20,11.5
558,Manggar,ID,2021-07-25 16:49:48,-2.8833,108.2667,81.59,72,0,14.58
559,Sept-Iles,CA,2021-07-25 16:47:02,50.2001,-66.3821,68.52,81,75,11.99
560,Capim Grosso,BR,2021-07-25 16:49:48,-11.3811,-40.0128,77.86,43,95,11.83
561,Ambilobe,MG,2021-07-25 16:49:48,-13.2,49.05,68.31,75,86,3.09
562,Yaan,NG,2021-07-25 16:49:49,7.3833,8.5667,76.1,87,89,6.69
563,Turukhansk,RU,2021-07-25 16:49:49,65.8167,87.9833,64.51,85,27,1.74
564,Mangrol,IN,2021-07-25 16:47:59,21.1167,70.1167,79.32,86,100,16.46
565,Soe,ID,2021-07-25 16:49:49,-9.8607,124.284,59.63,72,47,4.81
566,Port Hardy,CA,2021-07-25 16:45:16,50.6996,-127.4199,55.58,100,90,3.44
567,Porto Novo,BJ,2021-07-25 16:49:50,6.4965,2.6036,82.22,68,55,10.94
568,Zilupe,LV,2021-07-25 16:49:50,56.3862,28.1217,72.52,52,7,2.21
569,Urumqi,CN,2021-07-25 16:49:50,43.801,87.6005,85.15,22,0,4.47
570,Gwembe,ZM,2021-07-25 16:49:51,-16.4975,27.6069,52.2,51,0,3.83
571,Banfora,BF,2021-07-25 16:49:51,10.6333,-4.7667,83.62,64,86,5.79
572,Nishihara,JP,2021-07-25 16:49:51,26.1842,127.7558,80.26,97,90,10.36
573,Borba,BR,2021-07-25 16:49:52,-4.3878,-59.5939,96.44,29,49,4.52
574,Aklavik,CA,2021-07-25 16:49:52,68.2191,-135.0107,54.32,82,75,19.57
575,Taruma,BR,2021-07-25 16:49:52,-22.7467,-50.5772,84.34,19,0,7.85
576,Le Port,RE,2021-07-25 16:49:52,-20.9373,55.2919,69.8,76,66,5.75
577,Luau,AO,2021-07-25 16:49:53,-10.7073,22.2247,71.11,27,1,5.46
